| timestamp                  |   FT_001 |   FT_002 |   PT_001 |   PT_002 |   PT_003 |   PT_004 |   TE_001 |   TE_002 |   TE_003 |   TT_001 |   TT_002 |   TT_003 |   FZ_003 |   FZ_001 |   FZ_002 |   SV_001 |   SV_002 |   SV_003 |   SV_004 |   SV_005 |   SV_006 |   SV_007 |   SV_008 |   LSH_001 |   LSL_001 |   LSL_002 |   BY_001 |   FY_001 |   FY_002 |   FY_003 |   EE_101 |   EE_102 |   EE_103 |   IE_101 |   IE_102 |   IE_103 |   TE_101 |   SE_101 |   EE_201 |   EE_202 |   IE_201 |   TE_201 |   TE_202 |   EE_301 |   EE_302 |   EE_303 |   IE_301 |   IE_302 |   IE_303 |   TE_301 |   ST_301 |   WT_401 |   TE_401 |   WT_402 |   TE_402 |
| 2022-04-11 18:54:38.348709 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |        0 |      724 |      709 |      716 |       22 |       23 |       21 |       75 |       61 |        0 |        0 |       18 |        0 |       69 |      215 |      214 |      220 |       35 |       32 |       30 |       78 |     2481 |      114 |       66 |      210 |       57 |
| 2022-04-11 18:54:39.646708 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |        0 |      711 |      709 |      723 |       24 |       22 |       24 |       72 |       61 |        0 |        0 |       12 |        0 |       74 |      224 |      217 |      217 |       34 |       34 |       35 |       75 |     2448 |      102 |       72 |      226 |       52 |
| 2022-04-11 18:54:40.912719 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |        0 |      710 |      721 |      703 |       20 |       22 |       21 |       74 |       60 |        0 |        0 |        7 |        0 |       61 |      223 |      213 |      217 |       32 |       33 |       32 |       71 |     2412 |      137 |       69 |      203 |       53 |
| 2022-04-11 18:54:42.192728 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |        0 |      723 |      700 |      703 |       23 |       21 |       21 |       71 |       59 |        0 |        0 |       15 |        0 |       72 |      227 |      228 |      228 |       31 |       33 |       35 |       71 |     2417 |      127 |       64 |      206 |       57 |
| 2022-04-11 18:54:43.467709 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |        0 |      712 |      705 |      707 |       21 |       24 |       22 |       72 |       60 |        0 |        0 |        7 |        0 |       74 |      215 |      216 |      219 |       33 |       35 |       31 |       78 |     2395 |      127 |       66 |      219 |       56 |
| 2022-04-11 18:54:44.831718 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |        0 |      723 |      704 |      727 |       20 |       22 |       23 |       70 |       59 |        0 |        0 |       15 |        0 |       71 |      219 |      228 |      217 |       35 |       35 |       31 |       70 |     2334 |      112 |       69 |      206 |       54 |
| 2022-04-11 18:54:46.105707 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |        0 |      723 |      728 |      707 |       20 |       20 |       22 |       75 |       60 |        0 |        0 |        7 |        0 |       69 |      228 |      212 |      225 |       33 |       32 |       32 |       79 |     2423 |      129 |       64 |      219 |       55 |
| 2022-04-11 18:54:47.387752 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |        0 |      715 |      726 |      723 |       24 |       24 |       24 |       78 |       61 |        0 |        0 |        9 |        0 |       74 |      214 |      229 |      222 |       30 |       30 |       31 |       78 |     2359 |      128 |       66 |      201 |       55 |
| 2022-04-11 18:54:48.709794 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |        0 |      701 |      706 |      702 |       21 |       20 |       21 |       73 |       58 |        0 |        0 |       19 |        0 |       61 |      210 |      221 |      228 |       34 |       33 |       31 |       79 |     2363 |      141 |       70 |      226 |       55 |
| 2022-04-11 18:54:50.035733 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |        0 |         0 |         0 |         0 |        0 |        0 |        0 |        0 |      705 |      719 |      702 |       23 |       22 |       22 |       79 |       61 |        0 |        0 |       16 |        0 |       60 |      218 |      220 |      215 |       33 |       35 |       30 |       73 |     2421 |      101 |       60 |      202 |       52 |
